session_id,traveller_id,origin_city,destination_city,search_date,travel_date,lead_days,departure_window,trip_purpose,party_size
S0001835,T000459,Chennai,Bangalore,2024-03-13,2024-04-21,39,Evening,Commute,1
S0001836,T000459,Hyderabad,Kolkata,2024-03-06,2024-04-15,40,Night,Leisure,2
S0001837,T000460,Chennai,Hyderabad,2024-03-11,2024-03-21,10,Morning,Leisure,1
S0001838,T000460,Bangalore,Kolkata,2024-03-06,2024-04-08,33,Night,Leisure,1
S0001839,T000460,Mumbai,Bangalore,2024-03-05,2024-03-24,19,Afternoon,Leisure,1
S0001840,T000460,Hyderabad,Mumbai,2024-03-09,2024-03-10,1,Night,Leisure,1
S0001841,T000461,Mumbai,Delhi,2024-03-15,2024-03-19,4,Afternoon,Leisure,2
S0001842,T000461,Mumbai,Chennai,2024-03-06,2024-04-23,48,Night,Leisure,1
S0001843,T000461,Chennai,Kolkata,2024-03-13,2024-05-01,49,Early Morning,Leisure,1
S0001844,T000461,Bangalore,Hyderabad,2024-03-10,2024-04-01,22,Afternoon,Leisure,1
S0001845,T000462,Kolkata,Delhi,2024-03-04,2024-03-10,6,Evening,Commute,1
S0001846,T000462,Bangalore,Hyderabad,2024-03-09,2024-03-30,21,Afternoon,Commute,2
S0001847,T000462,Delhi,Mumbai,2024-03-04,2024-04-15,42,Night,Family / Personal,3
S0001848,T000462,Kolkata,Chennai,2024-03-07,2024-03-16,9,Morning,Leisure,1
S0001849,T000463,Delhi,Kolkata,2024-03-10,2024-03-16,6,Early Morning,Leisure,1
S0001850,T000463,Mumbai,Kolkata,2024-03-15,2024-03-26,11,Night,Business,1
S0001851,T000463,Mumbai,Kolkata,2024-03-08,2024-04-01,24,Early Morning,Leisure,1
S0001852,T000463,Chennai,Delhi,2024-03-08,2024-03-14,6,Evening,Family / Personal,3
S0001853,T000464,Delhi,Mumbai,2024-03-10,2024-04-16,37,Evening,Commute,3
S0001854,T000464,Bangalore,Mumbai,2024-03-07,2024-04-22,46,Evening,Leisure,1
S0001855,T000464,Bangalore,Hyderabad,2024-03-12,2024-04-25,44,Night,Business,3
S0001856,T000464,Bangalore,Kolkata,2024-03-11,2024-03-27,16,Morning,Business,1
S0001857,T000465,Kolkata,Chennai,2024-03-15,2024-03-20,5,Afternoon,Family / Personal,1
S0001858,T000465,Chennai,Kolkata,2024-03-06,2024-04-18,43,Evening,Commute,1
S0001859,T000465,Hyderabad,Mumbai,2024-03-09,2024-03-20,11,Early Morning,Commute,1
S0001860,T000465,Hyderabad,Chennai,2024-03-07,2024-03-24,17,Morning,Commute,1
S0001861,T000466,Mumbai,Chennai,2024-03-10,2024-03-19,9,Afternoon,Business,1
S0001862,T000466,Kolkata,Bangalore,2024-03-04,2024-03-26,22,Evening,Leisure,1
S0001863,T000466,Kolkata,Mumbai,2024-03-10,2024-03-12,2,Morning,Family / Personal,1
S0001864,T000466,Bangalore,Hyderabad,2024-03-12,2024-04-19,38,Night,Commute,3
S0001865,T000467,Mumbai,Kolkata,2024-03-14,2024-04-20,37,Early Morning,Leisure,2
S0001866,T000467,Bangalore,Mumbai,2024-03-10,2024-04-14,35,Early Morning,Leisure,3
S0001867,T000467,Bangalore,Chennai,2024-03-13,2024-03-17,4,Early Morning,Commute,1
S0001868,T000467,Chennai,Kolkata,2024-03-05,2024-03-19,14,Early Morning,Business,1
S0001869,T000468,Bangalore,Kolkata,2024-03-12,2024-03-18,6,Early Morning,Leisure,1
S0001870,T000468,Bangalore,Hyderabad,2024-03-11,2024-04-06,26,Morning,Family / Personal,2
S0001871,T000468,Hyderabad,Chennai,2024-03-12,2024-04-03,22,Night,Business,1
S0001872,T000468,Delhi,Mumbai,2024-03-11,2024-04-15,35,Evening,Leisure,2
S0001873,T000469,Bangalore,Mumbai,2024-03-11,2024-04-01,21,Afternoon,Family / Personal,1
S0001874,T000469,Bangalore,Kolkata,2024-03-08,2024-04-25,48,Early Morning,Commute,1
S0001875,T000469,Chennai,Hyderabad,2024-03-10,2024-04-16,37,Afternoon,Leisure,1
S0001876,T000469,Chennai,Bangalore,2024-03-02,2024-03-17,15,Night,Leisure,3
S0001877,T000470,Chennai,Kolkata,2024-03-05,2024-04-21,47,Early Morning,Family / Personal,1
S0001878,T000470,Bangalore,Delhi,2024-03-05,2024-03-12,7,Night,Business,2
S0001879,T000470,Chennai,Hyderabad,2024-03-06,2024-03-21,15,Night,Leisure,1
S0001880,T000470,Mumbai,Kolkata,2024-03-12,2024-03-31,19,Morning,Commute,1
S0001881,T000471,Bangalore,Kolkata,2024-03-02,2024-03-27,25,Evening,Leisure,3
S0001882,T000471,Mumbai,Kolkata,2024-03-04,2024-03-25,21,Early Morning,Leisure,3
S0001883,T000471,Mumbai,Chennai,2024-03-13,2024-04-24,42,Evening,Leisure,1
S0001884,T000471,Chennai,Bangalore,2024-03-15,2024-03-19,4,Night,Business,1
S0001885,T000472,Bangalore,Mumbai,2024-03-10,2024-03-27,17,Evening,Commute,2
S0001886,T000472,Kolkata,Hyderabad,2024-03-02,2024-04-14,43,Night,Leisure,3
S0001887,T000472,Delhi,Mumbai,2024-03-11,2024-03-18,7,Morning,Family / Personal,1
S0001888,T000472,Hyderabad,Mumbai,2024-03-09,2024-04-01,23,Night,Business,2
S0001889,T000473,Hyderabad,Chennai,2024-03-03,2024-03-20,17,Morning,Leisure,1
S0001890,T000473,Kolkata,Bangalore,2024-03-05,2024-04-23,49,Night,Business,3
S0001891,T000473,Mumbai,Bangalore,2024-03-14,2024-04-02,19,Evening,Leisure,1
S0001892,T000473,Mumbai,Kolkata,2024-03-11,2024-04-20,40,Morning,Family / Personal,1
S0001893,T000474,Mumbai,Delhi,2024-03-14,2024-04-26,43,Night,Family / Personal,1
S0001894,T000474,Bangalore,Hyderabad,2024-03-08,2024-04-13,36,Morning,Commute,1
S0001895,T000474,Chennai,Delhi,2024-03-03,2024-03-21,18,Afternoon,Commute,1
S0001896,T000474,Kolkata,Delhi,2024-03-08,2024-04-24,47,Evening,Family / Personal,3
S0001897,T000475,Delhi,Bangalore,2024-03-03,2024-04-13,41,Night,Commute,1
S0001898,T000475,Mumbai,Bangalore,2024-03-07,2024-03-25,18,Evening,Business,1
S0001899,T000475,Mumbai,Kolkata,2024-03-14,2024-04-11,28,Afternoon,Business,1
S0001900,T000475,Kolkata,Chennai,2024-03-11,2024-04-15,35,Early Morning,Commute,1
S0001901,T000476,Chennai,Bangalore,2024-03-01,2024-03-09,8,Early Morning,Business,1
S0001902,T000476,Bangalore,Hyderabad,2024-03-07,2024-03-10,3,Night,Family / Personal,1
S0001903,T000476,Hyderabad,Kolkata,2024-03-04,2024-03-18,14,Night,Business,1
S0001904,T000476,Delhi,Bangalore,2024-03-10,2024-03-17,7,Night,Commute,1
S0001905,T000477,Hyderabad,Mumbai,2024-03-04,2024-04-02,29,Morning,Leisure,1
S0001906,T000477,Hyderabad,Mumbai,2024-03-01,2024-03-22,21,Early Morning,Business,4
S0001907,T000477,Chennai,Hyderabad,2024-03-14,2024-03-20,6,Morning,Family / Personal,1
S0001908,T000477,Hyderabad,Mumbai,2024-03-13,2024-03-18,5,Early Morning,Leisure,1
S0001909,T000478,Mumbai,Kolkata,2024-03-03,2024-04-16,44,Early Morning,Family / Personal,2
S0001910,T000478,Kolkata,Chennai,2024-03-14,2024-04-22,39,Night,Leisure,1
S0001911,T000478,Hyderabad,Kolkata,2024-03-11,2024-04-07,27,Early Morning,Commute,1
S0001912,T000478,Chennai,Mumbai,2024-03-08,2024-04-18,41,Night,Leisure,2
S0001913,T000479,Delhi,Chennai,2024-03-08,2024-04-19,42,Afternoon,Leisure,1
S0001914,T000479,Bangalore,Mumbai,2024-03-15,2024-05-03,49,Evening,Commute,1
S0001915,T000479,Bangalore,Chennai,2024-03-07,2024-04-17,41,Early Morning,Business,3
S0001916,T000479,Hyderabad,Chennai,2024-03-03,2024-03-27,24,Morning,Leisure,2
S0001917,T000480,Hyderabad,Chennai,2024-03-06,2024-04-16,41,Afternoon,Family / Personal,1
S0001918,T000480,Kolkata,Bangalore,2024-03-02,2024-03-21,19,Night,Commute,1
S0001919,T000480,Hyderabad,Delhi,2024-03-05,2024-04-14,40,Early Morning,Family / Personal,1
S0001920,T000480,Delhi,Mumbai,2024-03-08,2024-03-30,22,Afternoon,Leisure,1
S0001921,T000481,Delhi,Chennai,2024-03-02,2024-03-10,8,Night,Family / Personal,3
S0001922,T000481,Hyderabad,Bangalore,2024-03-08,2024-04-23,46,Afternoon,Leisure,1
S0001923,T000481,Kolkata,Mumbai,2024-03-15,2024-04-14,30,Early Morning,Leisure,1
S0001924,T000481,Kolkata,Bangalore,2024-03-02,2024-03-28,26,Evening,Business,1
S0001925,T000482,Hyderabad,Kolkata,2024-03-01,2024-03-05,4,Night,Leisure,1
S0001926,T000482,Hyderabad,Mumbai,2024-03-09,2024-04-13,35,Night,Leisure,1
S0001927,T000482,Kolkata,Mumbai,2024-03-08,2024-03-17,9,Morning,Business,2
S0001928,T000482,Mumbai,Chennai,2024-03-11,2024-04-29,49,Night,Business,3
S0001929,T000483,Hyderabad,Mumbai,2024-03-08,2024-03-10,2,Morning,Commute,2
S0001930,T000483,Hyderabad,Delhi,2024-03-04,2024-04-19,46,Night,Leisure,2
S0001931,T000483,Bangalore,Chennai,2024-03-13,2024-03-14,1,Early Morning,Leisure,1
S0001932,T000483,Kolkata,Delhi,2024-03-04,2024-04-11,38,Early Morning,Business,2
S0001933,T000484,Hyderabad,Chennai,2024-03-14,2024-04-12,29,Afternoon,Family / Personal,2
S0001934,T000484,Kolkata,Delhi,2024-03-14,2024-03-30,16,Morning,Family / Personal,2
S0001935,T000484,Bangalore,Chennai,2024-03-15,2024-04-04,20,Morning,Family / Personal,1
S0001936,T000484,Hyderabad,Chennai,2024-03-12,2024-04-13,32,Night,Leisure,1
S0001937,T000485,Bangalore,Hyderabad,2024-03-12,2024-03-27,15,Evening,Commute,2
S0001938,T000485,Bangalore,Chennai,2024-03-12,2024-04-07,26,Morning,Business,1
S0001939,T000485,Delhi,Bangalore,2024-03-12,2024-03-24,12,Afternoon,Commute,3
S0001940,T000485,Chennai,Kolkata,2024-03-05,2024-04-15,41,Afternoon,Leisure,1
S0001941,T000486,Bangalore,Mumbai,2024-03-08,2024-03-16,8,Morning,Business,2
S0001942,T000486,Delhi,Hyderabad,2024-03-11,2024-03-21,10,Afternoon,Business,1
S0001943,T000486,Bangalore,Mumbai,2024-03-03,2024-04-02,30,Night,Family / Personal,1
S0001944,T000486,Mumbai,Kolkata,2024-03-08,2024-04-11,34,Afternoon,Commute,4
S0001945,T000487,Kolkata,Bangalore,2024-03-03,2024-03-25,22,Early Morning,Leisure,1
S0001946,T000487,Bangalore,Hyderabad,2024-03-01,2024-03-30,29,Evening,Leisure,3
S0001947,T000487,Kolkata,Delhi,2024-03-10,2024-04-11,32,Morning,Commute,2
S0001948,T000487,Bangalore,Kolkata,2024-03-10,2024-03-28,18,Night,Leisure,1
S0001949,T000488,Mumbai,Delhi,2024-03-11,2024-03-27,16,Morning,Family / Personal,2
S0001950,T000488,Bangalore,Mumbai,2024-03-07,2024-03-17,10,Evening,Leisure,1
S0001951,T000488,Bangalore,Hyderabad,2024-03-02,2024-04-10,39,Morning,Commute,1
S0001952,T000488,Hyderabad,Kolkata,2024-03-13,2024-03-31,18,Morning,Commute,1
S0001953,T000489,Kolkata,Hyderabad,2024-03-12,2024-04-19,38,Evening,Commute,2
S0001954,T000489,Chennai,Delhi,2024-03-15,2024-04-29,45,Morning,Leisure,1
S0001955,T000489,Mumbai,Kolkata,2024-03-09,2024-04-23,45,Night,Commute,1
S0001956,T000489,Hyderabad,Kolkata,2024-03-09,2024-04-19,41,Night,Leisure,1
S0001957,T000490,Chennai,Delhi,2024-03-09,2024-03-19,10,Morning,Commute,2
S0001958,T000490,Chennai,Mumbai,2024-03-13,2024-04-18,36,Morning,Leisure,1
S0001959,T000490,Hyderabad,Bangalore,2024-03-06,2024-03-21,15,Evening,Commute,2
S0001960,T000490,Hyderabad,Bangalore,2024-03-03,2024-04-14,42,Afternoon,Leisure,1
S0001961,T000491,Chennai,Mumbai,2024-03-05,2024-04-13,39,Morning,Commute,1
S0001962,T000491,Hyderabad,Bangalore,2024-03-07,2024-04-14,38,Early Morning,Business,1
S0001963,T000491,Chennai,Hyderabad,2024-03-12,2024-04-21,40,Evening,Leisure,1
S0001964,T000491,Chennai,Bangalore,2024-03-11,2024-04-25,45,Morning,Commute,2
S0001965,T000492,Hyderabad,Kolkata,2024-03-15,2024-03-17,2,Evening,Business,1
S0001966,T000492,Mumbai,Chennai,2024-03-06,2024-04-02,27,Evening,Business,1
S0001967,T000492,Bangalore,Delhi,2024-03-13,2024-03-16,3,Morning,Leisure,1
S0001968,T000492,Bangalore,Mumbai,2024-03-01,2024-03-28,27,Early Morning,Leisure,1
S0001969,T000493,Chennai,Hyderabad,2024-03-14,2024-03-22,8,Morning,Family / Personal,1
S0001970,T000493,Hyderabad,Delhi,2024-03-09,2024-04-15,37,Early Morning,Commute,1
S0001971,T000493,Chennai,Mumbai,2024-03-15,2024-04-14,30,Afternoon,Leisure,1
S0001972,T000493,Mumbai,Bangalore,2024-03-13,2024-04-25,43,Night,Family / Personal,1
S0001973,T000494,Bangalore,Kolkata,2024-03-11,2024-03-31,20,Evening,Leisure,3
S0001974,T000494,Bangalore,Hyderabad,2024-03-12,2024-03-15,3,Early Morning,Leisure,1
S0001975,T000494,Chennai,Hyderabad,2024-03-09,2024-04-16,38,Early Morning,Commute,4
S0001976,T000494,Bangalore,Kolkata,2024-03-05,2024-04-05,31,Morning,Leisure,1
S0001977,T000495,Kolkata,Mumbai,2024-03-13,2024-03-20,7,Evening,Family / Personal,1
S0001978,T000495,Hyderabad,Mumbai,2024-03-01,2024-03-09,8,Evening,Leisure,1
S0001979,T000495,Mumbai,Chennai,2024-03-10,2024-03-31,21,Morning,Commute,1
S0001980,T000495,Chennai,Bangalore,2024-03-04,2024-03-07,3,Night,Commute,1
S0001981,T000496,Kolkata,Chennai,2024-03-06,2024-03-10,4,Morning,Commute,1
S0001982,T000496,Hyderabad,Bangalore,2024-03-08,2024-04-02,25,Afternoon,Leisure,1
S0001983,T000496,Delhi,Kolkata,2024-03-06,2024-03-25,19,Afternoon,Family / Personal,1
S0001984,T000496,Bangalore,Hyderabad,2024-03-05,2024-03-08,3,Night,Family / Personal,1
S0001985,T000497,Hyderabad,Bangalore,2024-03-14,2024-04-02,19,Morning,Leisure,1
S0001986,T000497,Bangalore,Chennai,2024-03-04,2024-03-07,3,Night,Leisure,1
S0001987,T000497,Mumbai,Kolkata,2024-03-02,2024-03-25,23,Early Morning,Leisure,1
S0001988,T000497,Mumbai,Delhi,2024-03-05,2024-03-30,25,Afternoon,Leisure,1
S0001989,T000498,Delhi,Hyderabad,2024-03-05,2024-03-07,2,Afternoon,Family / Personal,1
S0001990,T000498,Chennai,Kolkata,2024-03-03,2024-03-28,25,Evening,Commute,1
S0001991,T000498,Bangalore,Delhi,2024-03-14,2024-03-16,2,Night,Commute,2
S0001992,T000498,Bangalore,Mumbai,2024-03-13,2024-03-19,6,Morning,Business,1
S0001993,T000499,Delhi,Mumbai,2024-03-10,2024-03-22,12,Night,Leisure,1
S0001994,T000499,Chennai,Delhi,2024-03-12,2024-03-15,3,Evening,Commute,1
S0001995,T000499,Delhi,Hyderabad,2024-03-12,2024-04-22,41,Morning,Business,1
S0001996,T000499,Bangalore,Chennai,2024-03-10,2024-03-24,14,Evening,Business,1
S0001997,T000500,Kolkata,Hyderabad,2024-03-15,2024-04-09,25,Night,Business,1
S0001998,T000500,Chennai,Hyderabad,2024-03-10,2024-04-22,43,Early Morning,Business,1
S0001999,T000500,Kolkata,Mumbai,2024-03-05,2024-04-01,27,Night,Commute,2
S0002000,T000500,Bangalore,Delhi,2024-03-12,2024-04-21,40,Afternoon,Business,1
S0002001,T000501,Mumbai,Chennai,2024-03-12,2024-03-26,14,Morning,Family / Personal,1
S0002002,T000501,Kolkata,Chennai,2024-03-11,2024-03-21,10,Afternoon,Family / Personal,1
S0002003,T000501,Bangalore,Delhi,2024-03-13,2024-04-15,33,Morning,Family / Personal,1
S0002004,T000501,Kolkata,Chennai,2024-03-15,2024-03-21,6,Evening,Family / Personal,2
S0002005,T000502,Chennai,Delhi,2024-03-09,2024-04-10,32,Night,Family / Personal,1
S0002006,T000502,Hyderabad,Delhi,2024-03-04,2024-04-18,45,Morning,Commute,1
S0002007,T000502,Bangalore,Mumbai,2024-03-15,2024-03-21,6,Evening,Family / Personal,1
S0002008,T000502,Mumbai,Hyderabad,2024-03-07,2024-03-25,18,Early Morning,Commute,1
S0002009,T000503,Delhi,Chennai,2024-03-07,2024-04-05,29,Evening,Family / Personal,2
S0002010,T000503,Mumbai,Delhi,2024-03-10,2024-03-31,21,Early Morning,Family / Personal,1
S0002011,T000503,Bangalore,Delhi,2024-03-04,2024-04-17,44,Early Morning,Family / Personal,2
S0002012,T000503,Delhi,Chennai,2024-03-01,2024-04-11,41,Afternoon,Family / Personal,1
S0002013,T000504,Delhi,Bangalore,2024-03-13,2024-03-19,6,Morning,Family / Personal,1
S0002014,T000504,Bangalore,Chennai,2024-03-10,2024-04-09,30,Afternoon,Business,1
S0002015,T000504,Kolkata,Bangalore,2024-03-04,2024-04-16,43,Night,Commute,2
S0002016,T000504,Mumbai,Delhi,2024-03-02,2024-03-28,26,Afternoon,Family / Personal,3
S0002017,T000505,Chennai,Bangalore,2024-03-05,2024-04-04,30,Evening,Family / Personal,2
S0002018,T000505,Delhi,Bangalore,2024-03-03,2024-03-21,18,Night,Family / Personal,2
S0002019,T000505,Delhi,Hyderabad,2024-03-13,2024-04-12,30,Night,Family / Personal,2
S0002020,T000505,Mumbai,Kolkata,2024-03-13,2024-03-16,3,Evening,Commute,2
S0002021,T000506,Bangalore,Chennai,2024-03-02,2024-04-17,46,Afternoon,Family / Personal,1
S0002022,T000506,Delhi,Mumbai,2024-03-07,2024-03-30,23,Evening,Family / Personal,2
S0002023,T000506,Hyderabad,Delhi,2024-03-05,2024-04-03,29,Afternoon,Family / Personal,2
S0002024,T000506,Kolkata,Bangalore,2024-03-11,2024-04-26,46,Afternoon,Family / Personal,2
S0002025,T000507,Hyderabad,Mumbai,2024-03-01,2024-04-18,48,Early Morning,Family / Personal,2
S0002026,T000507,Hyderabad,Mumbai,2024-03-08,2024-03-10,2,Night,Commute,2
S0002027,T000507,Bangalore,Hyderabad,2024-03-08,2024-04-06,29,Morning,Leisure,2
S0002028,T000507,Bangalore,Kolkata,2024-03-15,2024-04-03,19,Evening,Leisure,2
S0002029,T000508,Chennai,Hyderabad,2024-03-08,2024-04-25,48,Evening,Family / Personal,2
S0002030,T000508,Mumbai,Bangalore,2024-03-11,2024-04-19,39,Afternoon,Leisure,2
S0002031,T000508,Bangalore,Chennai,2024-03-01,2024-03-08,7,Evening,Family / Personal,2
S0002032,T000508,Mumbai,Delhi,2024-03-13,2024-04-03,21,Morning,Family / Personal,1
S0002033,T000509,Kolkata,Chennai,2024-03-12,2024-03-22,10,Early Morning,Family / Personal,2
S0002034,T000509,Kolkata,Chennai,2024-03-01,2024-03-12,11,Afternoon,Family / Personal,1
S0002035,T000509,Mumbai,Bangalore,2024-03-10,2024-03-14,4,Morning,Family / Personal,4
S0002036,T000509,Kolkata,Bangalore,2024-03-04,2024-04-06,33,Early Morning,Leisure,1
S0002037,T000510,Kolkata,Mumbai,2024-03-10,2024-04-08,29,Afternoon,Family / Personal,1
S0002038,T000510,Chennai,Mumbai,2024-03-09,2024-04-15,37,Early Morning,Family / Personal,4
S0002039,T000510,Bangalore,Delhi,2024-03-05,2024-04-11,37,Afternoon,Leisure,2
S0002040,T000510,Chennai,Hyderabad,2024-03-08,2024-04-15,38,Afternoon,Family / Personal,2
S0002041,T000511,Delhi,Chennai,2024-03-12,2024-03-23,11,Morning,Family / Personal,2
S0002042,T000511,Chennai,Bangalore,2024-03-03,2024-04-16,44,Early Morning,Leisure,3
S0002043,T000511,Bangalore,Kolkata,2024-03-03,2024-03-12,9,Morning,Family / Personal,3
S0002044,T000511,Mumbai,Kolkata,2024-03-13,2024-04-23,41,Early Morning,Leisure,2
S0002045,T000512,Hyderabad,Chennai,2024-03-06,2024-03-13,7,Morning,Family / Personal,1
S0002046,T000512,Delhi,Hyderabad,2024-03-10,2024-03-27,17,Night,Leisure,3
S0002047,T000512,Chennai,Delhi,2024-03-03,2024-03-04,1,Morning,Family / Personal,1
S0002048,T000512,Kolkata,Bangalore,2024-03-08,2024-04-21,44,Afternoon,Family / Personal,1
S0002049,T000513,Mumbai,Delhi,2024-03-11,2024-04-21,41,Evening,Leisure,1
S0002050,T000513,Mumbai,Kolkata,2024-03-02,2024-04-04,33,Early Morning,Family / Personal,2
S0002051,T000513,Chennai,Mumbai,2024-03-04,2024-03-27,23,Early Morning,Commute,1
S0002052,T000513,Kolkata,Hyderabad,2024-03-11,2024-04-18,38,Afternoon,Family / Personal,3
S0002053,T000514,Hyderabad,Bangalore,2024-03-06,2024-04-01,26,Evening,Family / Personal,3
S0002054,T000514,Hyderabad,Mumbai,2024-03-06,2024-04-20,45,Night,Family / Personal,1
S0002055,T000514,Bangalore,Mumbai,2024-03-10,2024-03-31,21,Morning,Commute,4
S0002056,T000514,Delhi,Bangalore,2024-03-08,2024-03-15,7,Afternoon,Family / Personal,1
S0002057,T000515,Chennai,Kolkata,2024-03-08,2024-03-18,10,Night,Family / Personal,1
S0002058,T000515,Delhi,Hyderabad,2024-03-08,2024-04-03,26,Evening,Family / Personal,3
S0002059,T000515,Delhi,Bangalore,2024-03-05,2024-03-19,14,Afternoon,Family / Personal,1
S0002060,T000515,Hyderabad,Bangalore,2024-03-04,2024-03-24,20,Afternoon,Leisure,1
S0002061,T000516,Chennai,Hyderabad,2024-03-10,2024-03-29,19,Early Morning,Family / Personal,2
S0002062,T000516,Delhi,Chennai,2024-03-06,2024-03-14,8,Afternoon,Family / Personal,1
S0002063,T000516,Chennai,Delhi,2024-03-07,2024-03-22,15,Evening,Family / Personal,2
S0002064,T000516,Chennai,Hyderabad,2024-03-04,2024-04-10,37,Early Morning,Leisure,1
S0002065,T000517,Kolkata,Bangalore,2024-03-07,2024-03-13,6,Evening,Family / Personal,2
S0002066,T000517,Hyderabad,Bangalore,2024-03-10,2024-03-23,13,Morning,Commute,2
S0002067,T000517,Mumbai,Bangalore,2024-03-12,2024-04-23,42,Evening,Family / Personal,2
S0002068,T000517,Kolkata,Hyderabad,2024-03-06,2024-03-07,1,Evening,Commute,1
S0002069,T000518,Hyderabad,Delhi,2024-03-10,2024-04-20,41,Afternoon,Business,2
S0002070,T000518,Kolkata,Hyderabad,2024-03-04,2024-03-15,11,Afternoon,Family / Personal,1
S0002071,T000518,Hyderabad,Kolkata,2024-03-03,2024-03-26,23,Afternoon,Family / Personal,3
S0002072,T000518,Delhi,Hyderabad,2024-03-11,2024-03-12,1,Afternoon,Family / Personal,1
S0002073,T000519,Kolkata,Mumbai,2024-03-02,2024-03-05,3,Night,Family / Personal,2
S0002074,T000519,Delhi,Kolkata,2024-03-13,2024-05-01,49,Early Morning,Leisure,1
S0002075,T000519,Hyderabad,Kolkata,2024-03-09,2024-04-11,33,Evening,Family / Personal,1
S0002076,T000519,Kolkata,Hyderabad,2024-03-03,2024-04-11,39,Early Morning,Family / Personal,1
S0002077,T000520,Bangalore,Chennai,2024-03-09,2024-03-12,3,Morning,Leisure,1
S0002078,T000520,Delhi,Mumbai,2024-03-03,2024-04-08,36,Early Morning,Family / Personal,2
S0002079,T000520,Delhi,Hyderabad,2024-03-03,2024-04-21,49,Early Morning,Family / Personal,2
S0002080,T000520,Bangalore,Chennai,2024-03-03,2024-04-11,39,Night,Business,2
S0002081,T000521,Hyderabad,Bangalore,2024-03-08,2024-03-12,4,Afternoon,Family / Personal,3
S0002082,T000521,Hyderabad,Bangalore,2024-03-04,2024-04-11,38,Afternoon,Family / Personal,2
S0002083,T000521,Kolkata,Bangalore,2024-03-05,2024-04-14,40,Morning,Commute,2
S0002084,T000521,Chennai,Bangalore,2024-03-12,2024-04-14,33,Evening,Leisure,2
S0002085,T000522,Delhi,Hyderabad,2024-03-04,2024-04-02,29,Afternoon,Family / Personal,1
S0002086,T000522,Kolkata,Hyderabad,2024-03-08,2024-04-01,24,Evening,Family / Personal,2
S0002087,T000522,Kolkata,Hyderabad,2024-03-12,2024-04-26,45,Early Morning,Family / Personal,3
S0002088,T000522,Kolkata,Bangalore,2024-03-13,2024-04-19,37,Evening,Family / Personal,3
S0002089,T000523,Hyderabad,Kolkata,2024-03-06,2024-04-15,40,Early Morning,Commute,1
S0002090,T000523,Hyderabad,Kolkata,2024-03-12,2024-04-02,21,Night,Commute,1
S0002091,T000523,Kolkata,Bangalore,2024-03-11,2024-03-20,9,Afternoon,Family / Personal,1
S0002092,T000523,Mumbai,Kolkata,2024-03-09,2024-03-12,3,Early Morning,Family / Personal,3
S0002093,T000524,Delhi,Mumbai,2024-03-11,2024-03-14,3,Morning,Family / Personal,2
S0002094,T000524,Hyderabad,Delhi,2024-03-03,2024-04-15,43,Evening,Family / Personal,4
S0002095,T000524,Mumbai,Delhi,2024-03-03,2024-03-21,18,Night,Family / Personal,2
S0002096,T000524,Bangalore,Mumbai,2024-03-11,2024-03-19,8,Morning,Family / Personal,1
S0002097,T000525,Delhi,Chennai,2024-03-14,2024-04-02,19,Night,Family / Personal,2
S0002098,T000525,Delhi,Kolkata,2024-03-03,2024-04-06,34,Morning,Family / Personal,3
S0002099,T000525,Kolkata,Bangalore,2024-03-03,2024-04-18,46,Afternoon,Family / Personal,2
S0002100,T000525,Kolkata,Hyderabad,2024-03-01,2024-04-16,46,Morning,Family / Personal,2
S0002101,T000526,Hyderabad,Delhi,2024-03-06,2024-03-11,5,Early Morning,Family / Personal,1
S0002102,T000526,Chennai,Mumbai,2024-03-06,2024-03-13,7,Early Morning,Business,2
S0002103,T000526,Delhi,Mumbai,2024-03-01,2024-03-15,14,Early Morning,Family / Personal,1
S0002104,T000526,Mumbai,Chennai,2024-03-07,2024-03-22,15,Evening,Commute,3
S0002105,T000527,Mumbai,Hyderabad,2024-03-14,2024-03-29,15,Night,Leisure,4
S0002106,T000527,Delhi,Bangalore,2024-03-13,2024-03-20,7,Evening,Family / Personal,1
S0002107,T000527,Hyderabad,Chennai,2024-03-03,2024-03-18,15,Early Morning,Family / Personal,2
S0002108,T000527,Hyderabad,Kolkata,2024-03-09,2024-04-21,43,Afternoon,Business,2
S0002109,T000528,Delhi,Mumbai,2024-03-11,2024-04-14,34,Evening,Leisure,2
S0002110,T000528,Delhi,Chennai,2024-03-12,2024-04-27,46,Night,Family / Personal,2
S0002111,T000528,Kolkata,Bangalore,2024-03-12,2024-04-01,20,Evening,Family / Personal,1
S0002112,T000528,Hyderabad,Chennai,2024-03-09,2024-03-14,5,Night,Leisure,3
S0002113,T000529,Mumbai,Chennai,2024-03-12,2024-04-20,39,Evening,Family / Personal,2
S0002114,T000529,Delhi,Kolkata,2024-03-02,2024-03-08,6,Afternoon,Family / Personal,2
S0002115,T000529,Delhi,Mumbai,2024-03-06,2024-03-20,14,Early Morning,Family / Personal,2
S0002116,T000529,Delhi,Hyderabad,2024-03-03,2024-03-31,28,Evening,Family / Personal,2
S0002117,T000530,Delhi,Hyderabad,2024-03-09,2024-04-11,33,Early Morning,Family / Personal,3
S0002118,T000530,Bangalore,Hyderabad,2024-03-12,2024-04-16,35,Evening,Family / Personal,2
S0002119,T000530,Delhi,Chennai,2024-03-11,2024-04-05,25,Night,Family / Personal,3
S0002120,T000530,Hyderabad,Chennai,2024-03-05,2024-04-22,48,Morning,Family / Personal,2
